id,name,parent_level1,parent_level2,parent_level3
L4_ministere_de_l_energie_du_petrole_et_des_mines__item__item__institut_national_du_petrole_et_du_gaz,Institut national du Pétrole et du Gaz,L1_ministere_de_l_energie_du_petrole_et_des_mines,,
L4_ministere_de_l_energie_du_petrole_et_des_mines__item__item__service_geologique_national_du_senegal,Service géologique national du Sénégal,L1_ministere_de_l_energie_du_petrole_et_des_mines,,
L4_ministere_de_la_culture_de_l_artisanat_et_du_tourisme__item__item__chambres_des_metiers,Chambres des métiers,L1_ministere_de_la_culture_de_l_artisanat_et_du_tourisme,,
L4_ministere_de_la_culture_de_l_artisanat_et_du_tourisme__item__item__fonds_de_developpement_des_cultures_urbaines_et_des_industries_creatives,Fonds de développement des Cultures Urbaines et des Industries créatives,L1_ministere_de_la_culture_de_l_artisanat_et_du_tourisme,,
L4_ministere_de_la_culture_de_l_artisanat_et_du_tourisme__item__item__senegal,Sénégal,L1_ministere_de_la_culture_de_l_artisanat_et_du_tourisme,,
L4_ministere_de_la_culture_de_l_artisanat_et_du_tourisme__autres_administrations_ecole_nationale_de_formation_hoteliere_et_touristique__item__agence_pour_la_promotion_et_le_developpement_de_l_artisanat,Agence pour la Promotion et le Développement de l'Artisanat,L1_ministere_de_la_culture_de_l_artisanat_et_du_tourisme,L2_ministere_de_la_culture_de_l_artisanat_et_du_tourisme__autres_administrations_ecole_nationale_de_formation_hoteliere_et_touristique,
L4_ministere_de_la_culture_de_l_artisanat_et_du_tourisme__autres_administrations_ecole_nationale_de_formation_hoteliere_et_touristique__item__agence_senegalaise_de_promotion_touristique,Agence Sénégalaise de Promotion Touristique,L1_ministere_de_la_culture_de_l_artisanat_et_du_tourisme,L2_ministere_de_la_culture_de_l_artisanat_et_du_tourisme__autres_administrations_ecole_nationale_de_formation_hoteliere_et_touristique,
L4_ministere_de_la_culture_de_l_artisanat_et_du_tourisme__autres_administrations_ecole_nationale_de_formation_hoteliere_et_touristique__item__centre_de_formation_artisanale_de_dakar,Centre de Formation artisanale de Dakar,L1_ministere_de_la_culture_de_l_artisanat_et_du_tourisme,L2_ministere_de_la_culture_de_l_artisanat_et_du_tourisme__autres_administrations_ecole_nationale_de_formation_hoteliere_et_touristique,
L4_ministere_de_la_culture_de_l_artisanat_et_du_tourisme__autres_administrations_ecole_nationale_de_formation_hoteliere_et_touristique__item__centre_de_perfectionnement_agricole_et_artisanal,Centre de Perfectionnement agricole et artisanal,L1_ministere_de_la_culture_de_l_artisanat_et_du_tourisme,L2_ministere_de_la_culture_de_l_artisanat_et_du_tourisme__autres_administrations_ecole_nationale_de_formation_hoteliere_et_touristique,
L4_ministere_de_la_culture_de_l_artisanat_et_du_tourisme__autres_administrations_ecole_nationale_de_formation_hoteliere_et_touristique__item__centre_de_perfectionnement_des_artisans_ruraux,Centre de Perfectionnement des artisans ruraux,L1_ministere_de_la_culture_de_l_artisanat_et_du_tourisme,L2_ministere_de_la_culture_de_l_artisanat_et_du_tourisme__autres_administrations_ecole_nationale_de_formation_hoteliere_et_touristique,
L4_ministere_de_la_culture_de_l_artisanat_et_du_tourisme__autres_administrations_ecole_nationale_de_formation_hoteliere_et_touristique__item__musee_boribana,Musée Boribana,L1_ministere_de_la_culture_de_l_artisanat_et_du_tourisme,L2_ministere_de_la_culture_de_l_artisanat_et_du_tourisme__autres_administrations_ecole_nationale_de_formation_hoteliere_et_touristique,
L4_ministere_de_la_culture_de_l_artisanat_et_du_tourisme__autres_administrations_ecole_nationale_de_formation_hoteliere_et_touristique__item__service_des_spectacles_sons_et_lumieres,Service des Spectacles Sons et Lumières,L1_ministere_de_la_culture_de_l_artisanat_et_du_tourisme,L2_ministere_de_la_culture_de_l_artisanat_et_du_tourisme__autres_administrations_ecole_nationale_de_formation_hoteliere_et_touristique,
L4_ministere_de_la_culture_de_l_artisanat_et_du_tourisme__cabinet_et_services_rattaches__item__bureau_de_la_communication_des_archives_et_de_la_documentation,"Bureau de la Communication, des Archives et de la Documentation",L1_ministere_de_la_culture_de_l_artisanat_et_du_tourisme,L2_ministere_de_la_culture_de_l_artisanat_et_du_tourisme__cabinet_et_services_rattaches,
L4_ministere_de_la_culture_de_l_artisanat_et_du_tourisme__cabinet_et_services_rattaches__item__bureau_de_l_architecture_et_des_monuments_historiques,Bureau de l’Architecture et des monuments historiques,L1_ministere_de_la_culture_de_l_artisanat_et_du_tourisme,L2_ministere_de_la_culture_de_l_artisanat_et_du_tourisme__cabinet_et_services_rattaches,
L4_ministere_de_la_culture_de_l_artisanat_et_du_tourisme__cabinet_et_services_rattaches__item__cellule_des_statistiques_et_donnees,Cellule des statistiques et données,L1_ministere_de_la_culture_de_l_artisanat_et_du_tourisme,L2_ministere_de_la_culture_de_l_artisanat_et_du_tourisme__cabinet_et_services_rattaches,
L4_ministere_de_la_culture_de_l_artisanat_et_du_tourisme__cabinet_et_services_rattaches__item__inspection_interne,Inspection interne,L1_ministere_de_la_culture_de_l_artisanat_et_du_tourisme,L2_ministere_de_la_culture_de_l_artisanat_et_du_tourisme__cabinet_et_services_rattaches,
L4_ministere_de_la_culture_de_l_artisanat_et_du_tourisme__cabinet_et_services_rattaches__item__service_des_relations_publiques_et_de_la_documentation,Service des Relations publiques et de la Documentation,L1_ministere_de_la_culture_de_l_artisanat_et_du_tourisme,L2_ministere_de_la_culture_de_l_artisanat_et_du_tourisme__cabinet_et_services_rattaches,
L4_ministere_de_la_culture_de_l_artisanat_et_du_tourisme__directions__direction_generale_de_la_culture__direction_de_l_artisanat,Direction de l'Artisanat,L1_ministere_de_la_culture_de_l_artisanat_et_du_tourisme,L2_ministere_de_la_culture_de_l_artisanat_et_du_tourisme__directions,L3_ministere_de_la_culture_de_l_artisanat_et_du_tourisme__directions__direction_generale_de_la_culture
L4_ministere_de_la_culture_de_l_artisanat_et_du_tourisme__directions__direction_generale_de_la_culture__direction_de_l_encadrement_et_de_la_transformation_des_entreprises_informelles,Direction de l'Encadrement et de la transformation des entreprises informelles,L1_ministere_de_la_culture_de_l_artisanat_et_du_tourisme,L2_ministere_de_la_culture_de_l_artisanat_et_du_tourisme__directions,L3_ministere_de_la_culture_de_l_artisanat_et_du_tourisme__directions__direction_generale_de_la_culture
L4_ministere_de_la_culture_de_l_artisanat_et_du_tourisme__directions__direction_generale_de_la_culture__direction_de_la_cinematographie_et_de_l_audiovisuel,Direction de la Cinématographie et de l’Audiovisuel,L1_ministere_de_la_culture_de_l_artisanat_et_du_tourisme,L2_ministere_de_la_culture_de_l_artisanat_et_du_tourisme__directions,L3_ministere_de_la_culture_de_l_artisanat_et_du_tourisme__directions__direction_generale_de_la_culture
L4_ministere_de_la_culture_de_l_artisanat_et_du_tourisme__directions__direction_generale_de_la_culture__direction_de_la_promotion_touristique,Direction de la Promotion touristique,L1_ministere_de_la_culture_de_l_artisanat_et_du_tourisme,L2_ministere_de_la_culture_de_l_artisanat_et_du_tourisme__directions,L3_ministere_de_la_culture_de_l_artisanat_et_du_tourisme__directions__direction_generale_de_la_culture
L4_ministere_de_la_culture_de_l_artisanat_et_du_tourisme__directions__direction_generale_de_la_culture__direction_de_la_reglementation_touristique,Direction de la Réglementation touristique,L1_ministere_de_la_culture_de_l_artisanat_et_du_tourisme,L2_ministere_de_la_culture_de_l_artisanat_et_du_tourisme__directions,L3_ministere_de_la_culture_de_l_artisanat_et_du_tourisme__directions__direction_generale_de_la_culture
L4_ministere_de_la_culture_de_l_artisanat_et_du_tourisme__directions__direction_generale_de_la_culture__direction_de_l_administration_generale_et_de_l_equipement,Direction de l’Administration générale et de l’Equipement,L1_ministere_de_la_culture_de_l_artisanat_et_du_tourisme,L2_ministere_de_la_culture_de_l_artisanat_et_du_tourisme__directions,L3_ministere_de_la_culture_de_l_artisanat_et_du_tourisme__directions__direction_generale_de_la_culture
L4_ministere_de_la_culture_de_l_artisanat_et_du_tourisme__directions__direction_generale_de_la_culture__direction_des_arts,Direction des Arts,L1_ministere_de_la_culture_de_l_artisanat_et_du_tourisme,L2_ministere_de_la_culture_de_l_artisanat_et_du_tourisme__directions,L3_ministere_de_la_culture_de_l_artisanat_et_du_tourisme__directions__direction_generale_de_la_culture
L4_ministere_de_la_culture_de_l_artisanat_et_du_tourisme__directions__direction_generale_de_la_culture__direction_des_statistiques_et_de_la_productivite_du_capital_humain,Direction des Statistiques et de la productivité du Capital humain,L1_ministere_de_la_culture_de_l_artisanat_et_du_tourisme,L2_ministere_de_la_culture_de_l_artisanat_et_du_tourisme__directions,L3_ministere_de_la_culture_de_l_artisanat_et_du_tourisme__directions__direction_generale_de_la_culture
L4_ministere_de_la_culture_de_l_artisanat_et_du_tourisme__directions__direction_generale_de_la_culture__direction_du_livre_et_de_la_promotion_de_la_lecture,Direction du Livre et de la Promotion de la Lecture,L1_ministere_de_la_culture_de_l_artisanat_et_du_tourisme,L2_ministere_de_la_culture_de_l_artisanat_et_du_tourisme__directions,L3_ministere_de_la_culture_de_l_artisanat_et_du_tourisme__directions__direction_generale_de_la_culture
L4_ministere_de_la_culture_de_l_artisanat_et_du_tourisme__directions__direction_generale_de_la_culture__direction_du_patrimoine_culturel,Direction du Patrimoine culturel,L1_ministere_de_la_culture_de_l_artisanat_et_du_tourisme,L2_ministere_de_la_culture_de_l_artisanat_et_du_tourisme__directions,L3_ministere_de_la_culture_de_l_artisanat_et_du_tourisme__directions__direction_generale_de_la_culture
L4_ministere_de_la_culture_de_l_artisanat_et_du_tourisme__secretariat_general_et_services_rattaches__item__bureau_des_archives_et_de_la_documentation,Bureau des archives et de la Documentation,L1_ministere_de_la_culture_de_l_artisanat_et_du_tourisme,L2_ministere_de_la_culture_de_l_artisanat_et_du_tourisme__secretariat_general_et_services_rattaches,
L4_ministere_de_la_culture_de_l_artisanat_et_du_tourisme__secretariat_general_et_services_rattaches__item__bureau_du_courrier_commun,Bureau du Courrier commun,L1_ministere_de_la_culture_de_l_artisanat_et_du_tourisme,L2_ministere_de_la_culture_de_l_artisanat_et_du_tourisme__secretariat_general_et_services_rattaches,
L4_ministere_de_la_culture_de_l_artisanat_et_du_tourisme__secretariat_general_et_services_rattaches__item__cellule_de_passation_des_marches_publics,Cellule de passation des Marchés publics,L1_ministere_de_la_culture_de_l_artisanat_et_du_tourisme,L2_ministere_de_la_culture_de_l_artisanat_et_du_tourisme__secretariat_general_et_services_rattaches,
L4_ministere_de_la_culture_de_l_artisanat_et_du_tourisme__secretariat_general_et_services_rattaches__item__cellule_des_affaires_juridiques,Cellule des Affaires juridiques,L1_ministere_de_la_culture_de_l_artisanat_et_du_tourisme,L2_ministere_de_la_culture_de_l_artisanat_et_du_tourisme__secretariat_general_et_services_rattaches,
L4_ministere_de_la_culture_de_l_artisanat_et_du_tourisme__secretariat_general_et_services_rattaches__item__cellule_des_etudes_de_la_planification_et_du_suivi_evaluation,"Cellule des études, de la planification et du suivi-évaluation",L1_ministere_de_la_culture_de_l_artisanat_et_du_tourisme,L2_ministere_de_la_culture_de_l_artisanat_et_du_tourisme__secretariat_general_et_services_rattaches,
L4_ministere_de_la_culture_de_l_artisanat_et_du_tourisme__secretariat_general_et_services_rattaches__item__cellule_du_genre_et_de_l_equite,Cellule du Genre et de l'Equité,L1_ministere_de_la_culture_de_l_artisanat_et_du_tourisme,L2_ministere_de_la_culture_de_l_artisanat_et_du_tourisme__secretariat_general_et_services_rattaches,
L4_ministere_de_la_culture_de_l_artisanat_et_du_tourisme__secretariat_general_et_services_rattaches__item__cellule_l_informatique,Cellule l'Informatique,L1_ministere_de_la_culture_de_l_artisanat_et_du_tourisme,L2_ministere_de_la_culture_de_l_artisanat_et_du_tourisme__secretariat_general_et_services_rattaches,
L4_ministere_de_la_jeunesse_et_des_sports__item__item__office_de_gestion_des_infrastructures_sportives,Office de Gestion des Infrastructures sportives,L1_ministere_de_la_jeunesse_et_des_sports,,
L4_ministere_des_finances_et_du_budget__item__item__agence_pour_la_securite_de_la_navigation_aerienne_en_afrique_et_a_madagascar,Agence pour la Sécurité de la Navigation aérienne en Afrique et à Madagascar,L1_ministere_des_finances_et_du_budget,,
L4_ministere_des_finances_et_du_budget__item__item__air_senegal_s_a,Air Sénégal S.A,L1_ministere_des_finances_et_du_budget,,
L4_ministere_des_finances_et_du_budget__item__item__fonds_de_garantie_automobile,Fonds de Garantie automobile,L1_ministere_des_finances_et_du_budget,,
L4_ministere_des_finances_et_du_budget__item__item__loterie_nationale_du_senegal,Loterie nationale du Sénégal,L1_ministere_des_finances_et_du_budget,,
L4_ministere_des_finances_et_du_budget__item__item__societe_anonyme_aeroport_international_blaise_diagne,Société Anonyme Aéroport International Blaise Diagne,L1_ministere_des_finances_et_du_budget,,
L4_ministere_des_infrastructures__item__item__fonds_d_entretien_routier_autonome,Fonds d’Entretien Routier Autonome,L1_ministere_des_infrastructures,,
L4_ministere_de_l_energie_du_petrole_et_des_mines__item__item__societe_des_mines_du_senegal_somisen_sa,Société des Mines du Sénégal (SOMISEN SA),L1_ministere_de_l_energie_du_petrole_et_des_mines,,
L4_ministere_de_l_energie_du_petrole_et_des_mines__autres_administrations__item__agence_nationale_pour_les_energies_renouvelables,Agence nationale pour les Energies renouvelables,L1_ministere_de_l_energie_du_petrole_et_des_mines,L2_ministere_de_l_energie_du_petrole_et_des_mines__autres_administrations,
L4_ministere_de_l_energie_du_petrole_et_des_mines__autres_administrations__item__agence_pour_l_economie_et_la_maitrise_de_l_energie,Agence pour l’Economie et la Maitrise de l’Energie,L1_ministere_de_l_energie_du_petrole_et_des_mines,L2_ministere_de_l_energie_du_petrole_et_des_mines__autres_administrations,
L4_ministere_de_l_energie_du_petrole_et_des_mines__autres_administrations__item__agence_senegalaise_de_l_electrification_rurale,Agence sénégalaise de l’Electrification rurale,L1_ministere_de_l_energie_du_petrole_et_des_mines,L2_ministere_de_l_energie_du_petrole_et_des_mines__autres_administrations,
L4_ministere_de_l_energie_du_petrole_et_des_mines__autres_administrations__item__fonds_de_developpement_geologique_et_minier,Fonds de Développement géologique et minier,L1_ministere_de_l_energie_du_petrole_et_des_mines,L2_ministere_de_l_energie_du_petrole_et_des_mines__autres_administrations,
L4_ministere_de_l_energie_du_petrole_et_des_mines__cabinet_et_services_rattaches__item__cellule_de_communication_et_des_relations_publiques,Cellule de Communication et des Relations publiques,L1_ministere_de_l_energie_du_petrole_et_des_mines,L2_ministere_de_l_energie_du_petrole_et_des_mines__cabinet_et_services_rattaches,
L4_ministere_de_l_energie_du_petrole_et_des_mines__cabinet_et_services_rattaches__item__cellule_des_statistiques_et_donnees,Cellule des statistiques et données,L1_ministere_de_l_energie_du_petrole_et_des_mines,L2_ministere_de_l_energie_du_petrole_et_des_mines__cabinet_et_services_rattaches,
L4_ministere_de_l_energie_du_petrole_et_des_mines__cabinet_et_services_rattaches__item__inspection_interne,Inspection interne,L1_ministere_de_l_energie_du_petrole_et_des_mines,L2_ministere_de_l_energie_du_petrole_et_des_mines__cabinet_et_services_rattaches,
L4_ministere_de_l_energie_du_petrole_et_des_mines__cabinet_et_services_rattaches__secretariat_technique_du_comite_national_de_suivi_du_contenu_local__du_gaz_ges_petrogaz,du Gaz (GES-PETROGAZ),L1_ministere_de_l_energie_du_petrole_et_des_mines,L2_ministere_de_l_energie_du_petrole_et_des_mines__cabinet_et_services_rattaches,L3_ministere_de_l_energie_du_petrole_et_des_mines__cabinet_et_services_rattaches__secretariat_technique_du_comite_national_de_suivi_du_contenu_local
L4_ministere_de_l_energie_du_petrole_et_des_mines__cabinet_et_services_rattaches__secretariat_technique_du_comite_national_de_suivi_du_contenu_local__unite_d_execution_et_de_gestion_du_comite_d_orientation_strategique_du_petrole_et,Unité d’Exécution et de Gestion du Comité d’Orientation stratégique du Pétrole et,L1_ministere_de_l_energie_du_petrole_et_des_mines,L2_ministere_de_l_energie_du_petrole_et_des_mines__cabinet_et_services_rattaches,L3_ministere_de_l_energie_du_petrole_et_des_mines__cabinet_et_services_rattaches__secretariat_technique_du_comite_national_de_suivi_du_contenu_local
L4_ministere_de_l_energie_du_petrole_et_des_mines__directions__direction_generale_de_l_energie__direction_de_l_electricite,Direction de l'Electricité,L1_ministere_de_l_energie_du_petrole_et_des_mines,L2_ministere_de_l_energie_du_petrole_et_des_mines__directions,L3_ministere_de_l_energie_du_petrole_et_des_mines__directions__direction_generale_de_l_energie
L4_ministere_de_l_energie_du_petrole_et_des_mines__directions__direction_generale_de_l_energie__direction_de_la_transition_energetique,Direction de la Transition énergétique,L1_ministere_de_l_energie_du_petrole_et_des_mines,L2_ministere_de_l_energie_du_petrole_et_des_mines__directions,L3_ministere_de_l_energie_du_petrole_et_des_mines__directions__direction_generale_de_l_energie
L4_ministere_de_l_energie_du_petrole_et_des_mines__directions__direction_generale_de_l_energie__direction_du_developpement_des_energies_renouvelables,Direction du Développement des Energies renouvelables,L1_ministere_de_l_energie_du_petrole_et_des_mines,L2_ministere_de_l_energie_du_petrole_et_des_mines__directions,L3_ministere_de_l_energie_du_petrole_et_des_mines__directions__direction_generale_de_l_energie
L4_ministere_de_l_energie_du_petrole_et_des_mines__directions__direction_generale_des_hydrocarbures__direction_approvisionnement_transformation_et_distribution,"Direction Approvisionnement, Transformation et Distribution",L1_ministere_de_l_energie_du_petrole_et_des_mines,L2_ministere_de_l_energie_du_petrole_et_des_mines__directions,L3_ministere_de_l_energie_du_petrole_et_des_mines__directions__direction_generale_des_hydrocarbures
L4_ministere_de_l_energie_du_petrole_et_des_mines__directions__direction_generale_des_hydrocarbures__direction_exploration_et_production,Direction Exploration et Production,L1_ministere_de_l_energie_du_petrole_et_des_mines,L2_ministere_de_l_energie_du_petrole_et_des_mines__directions,L3_ministere_de_l_energie_du_petrole_et_des_mines__directions__direction_generale_des_hydrocarbures
L4_ministere_de_l_energie_du_petrole_et_des_mines__directions__direction_generale_des_mines_et_de_la_geologie__direction_de_la_geologie,Direction de la Géologie,L1_ministere_de_l_energie_du_petrole_et_des_mines,L2_ministere_de_l_energie_du_petrole_et_des_mines__directions,L3_ministere_de_l_energie_du_petrole_et_des_mines__directions__direction_generale_des_mines_et_de_la_geologie
L4_ministere_de_l_energie_du_petrole_et_des_mines__directions__direction_generale_des_mines_et_de_la_geologie__direction_des_mines_et_carrieres,Direction des Mines et Carrières,L1_ministere_de_l_energie_du_petrole_et_des_mines,L2_ministere_de_l_energie_du_petrole_et_des_mines__directions,L3_ministere_de_l_energie_du_petrole_et_des_mines__directions__direction_generale_des_mines_et_de_la_geologie
L4_ministere_de_l_energie_du_petrole_et_des_mines__directions__direction_generale_des_mines_et_de_la_geologie__direction_du_cadastre_minier,Direction du Cadastre minier,L1_ministere_de_l_energie_du_petrole_et_des_mines,L2_ministere_de_l_energie_du_petrole_et_des_mines__directions,L3_ministere_de_l_energie_du_petrole_et_des_mines__directions__direction_generale_des_mines_et_de_la_geologie
L4_ministere_de_l_energie_du_petrole_et_des_mines__directions__direction_generale_du_controle_et_de_la_surveillance_des_operations__direction_de_la_planification_des_etudes_et_du_suivi_evaluation,"Direction de la Planification, des Etudes et du Suivi-Evaluation",L1_ministere_de_l_energie_du_petrole_et_des_mines,L2_ministere_de_l_energie_du_petrole_et_des_mines__directions,L3_ministere_de_l_energie_du_petrole_et_des_mines__directions__direction_generale_du_controle_et_de_la_surveillance_des_operations
L4_ministere_de_l_energie_du_petrole_et_des_mines__directions__direction_generale_du_controle_et_de_la_surveillance_des_operations__direction_de_la_strategie_et_de_la_reglementation,Direction de la Stratégie et de la Réglementation,L1_ministere_de_l_energie_du_petrole_et_des_mines,L2_ministere_de_l_energie_du_petrole_et_des_mines__directions,L3_ministere_de_l_energie_du_petrole_et_des_mines__directions__direction_generale_du_controle_et_de_la_surveillance_des_operations
L4_ministere_de_l_energie_du_petrole_et_des_mines__directions__direction_generale_du_controle_et_de_la_surveillance_des_operations__direction_de_l_administration_generale_et_de_l_equipement,Direction de l’Administration générale et de l’Equipement,L1_ministere_de_l_energie_du_petrole_et_des_mines,L2_ministere_de_l_energie_du_petrole_et_des_mines__directions,L3_ministere_de_l_energie_du_petrole_et_des_mines__directions__direction_generale_du_controle_et_de_la_surveillance_des_operations
L4_ministere_de_l_energie_du_petrole_et_des_mines__directions__direction_generale_du_controle_et_de_la_surveillance_des_operations__direction_du_controle_et_de_la_surveillance_des_operations_minieres,Direction du Contrôle et de la Surveillance des Opérations minières,L1_ministere_de_l_energie_du_petrole_et_des_mines,L2_ministere_de_l_energie_du_petrole_et_des_mines__directions,L3_ministere_de_l_energie_du_petrole_et_des_mines__directions__direction_generale_du_controle_et_de_la_surveillance_des_operations
L4_ministere_de_l_energie_du_petrole_et_des_mines__directions__direction_generale_du_controle_et_de_la_surveillance_des_operations__direction_du_controle_et_de_la_surveillance_des_operations_petrolieres_et_gazieres,Direction du Contrôle et de la Surveillance des Opérations pétrolières et gazières,L1_ministere_de_l_energie_du_petrole_et_des_mines,L2_ministere_de_l_energie_du_petrole_et_des_mines__directions,L3_ministere_de_l_energie_du_petrole_et_des_mines__directions__direction_generale_du_controle_et_de_la_surveillance_des_operations
L4_ministere_de_l_energie_du_petrole_et_des_mines__secretariat_general_et_services_rattaches__item__bureau_de_suivi,Bureau de suivi,L1_ministere_de_l_energie_du_petrole_et_des_mines,L2_ministere_de_l_energie_du_petrole_et_des_mines__secretariat_general_et_services_rattaches,
L4_ministere_de_l_energie_du_petrole_et_des_mines__secretariat_general_et_services_rattaches__item__bureau_des_archives_et_de_la_documentation,Bureau des Archives et de la Documentation,L1_ministere_de_l_energie_du_petrole_et_des_mines,L2_ministere_de_l_energie_du_petrole_et_des_mines__secretariat_general_et_services_rattaches,
L4_ministere_de_l_energie_du_petrole_et_des_mines__secretariat_general_et_services_rattaches__item__bureau_du_courrier_commun,Bureau du Courrier commun,L1_ministere_de_l_energie_du_petrole_et_des_mines,L2_ministere_de_l_energie_du_petrole_et_des_mines__secretariat_general_et_services_rattaches,
L4_ministere_de_l_energie_du_petrole_et_des_mines__secretariat_general_et_services_rattaches__item__cellule_de_coordination_du_controle_de_gestion,Cellule de Coordination du Contrôle de Gestion,L1_ministere_de_l_energie_du_petrole_et_des_mines,L2_ministere_de_l_energie_du_petrole_et_des_mines__secretariat_general_et_services_rattaches,
L4_ministere_de_l_energie_du_petrole_et_des_mines__secretariat_general_et_services_rattaches__item__cellule_de_l_informatique,Cellule de l’informatique,L1_ministere_de_l_energie_du_petrole_et_des_mines,L2_ministere_de_l_energie_du_petrole_et_des_mines__secretariat_general_et_services_rattaches,
L4_ministere_de_l_energie_du_petrole_et_des_mines__secretariat_general_et_services_rattaches__item__cellule_de_passation_des_marches_publics,Cellule de Passation des Marchés publics,L1_ministere_de_l_energie_du_petrole_et_des_mines,L2_ministere_de_l_energie_du_petrole_et_des_mines__secretariat_general_et_services_rattaches,
L4_ministere_de_l_energie_du_petrole_et_des_mines__secretariat_general_et_services_rattaches__item__cellule_des_affaires_juridiques,Cellule des Affaires juridiques,L1_ministere_de_l_energie_du_petrole_et_des_mines,L2_ministere_de_l_energie_du_petrole_et_des_mines__secretariat_general_et_services_rattaches,
L4_ministere_de_l_energie_du_petrole_et_des_mines__secretariat_general_et_services_rattaches__item__cellule_du_genre_et_de_l_equite,Cellule du Genre et de l’Equité,L1_ministere_de_l_energie_du_petrole_et_des_mines,L2_ministere_de_l_energie_du_petrole_et_des_mines__secretariat_general_et_services_rattaches,
L4_ministere_de_la_famille_de_l_action_sociale_et_des_solidarites__item__item__commissariat_a_la_securite_alimentaire_et_a_la_resilience,Commissariat à la Sécurité alimentaire et à la Résilience,L1_ministere_de_la_famille_de_l_action_sociale_et_des_solidarites,,
L4_ministere_de_la_famille_de_l_action_sociale_et_des_solidarites__autres_administrations__item__agence_senegalaise_de_la_couverture_sanitaire_universelle,Agence sénégalaise de la Couverture sanitaire universelle,L1_ministere_de_la_famille_de_l_action_sociale_et_des_solidarites,L2_ministere_de_la_famille_de_l_action_sociale_et_des_solidarites__autres_administrations,
L4_ministere_de_la_famille_de_l_action_sociale_et_des_solidarites__autres_administrations__item__cellule_d_appui_a_la_protection_de_l_enfance,Cellule d’appui à la Protection de l’Enfance,L1_ministere_de_la_famille_de_l_action_sociale_et_des_solidarites,L2_ministere_de_la_famille_de_l_action_sociale_et_des_solidarites__autres_administrations,
L4_ministere_de_la_famille_de_l_action_sociale_et_des_solidarites__autres_administrations__item__centre_d_accueil_d_information_et_d_orientation_pour_les_enfants_en_situation,"Centre d’Accueil, d’Information et d’Orientation pour les Enfants en situation",L1_ministere_de_la_famille_de_l_action_sociale_et_des_solidarites,L2_ministere_de_la_famille_de_l_action_sociale_et_des_solidarites__autres_administrations,
L4_ministere_de_la_famille_de_l_action_sociale_et_des_solidarites__autres_administrations__item__centre_national_d_assistance_et_de_formation_pour_les_femmes,Centre national d’Assistance et de Formation pour les Femmes,L1_ministere_de_la_famille_de_l_action_sociale_et_des_solidarites,L2_ministere_de_la_famille_de_l_action_sociale_et_des_solidarites__autres_administrations,
L4_ministere_de_la_famille_de_l_action_sociale_et_des_solidarites__autres_administrations__item__delegation_generale_a_la_protection_sociale_et_a_la_solidarite_nationale,Délégation générale à la Protection sociale et à la Solidarité nationale,L1_ministere_de_la_famille_de_l_action_sociale_et_des_solidarites,L2_ministere_de_la_famille_de_l_action_sociale_et_des_solidarites__autres_administrations,
L4_ministere_de_la_famille_de_l_action_sociale_et_des_solidarites__autres_administrations__item__fonds_de_solidarite_nationale,Fonds de Solidarité nationale,L1_ministere_de_la_famille_de_l_action_sociale_et_des_solidarites,L2_ministere_de_la_famille_de_l_action_sociale_et_des_solidarites__autres_administrations,
L4_ministere_de_la_famille_de_l_action_sociale_et_des_solidarites__autres_administrations__item__fonds_d_action_sociale,Fonds d’Action sociale,L1_ministere_de_la_famille_de_l_action_sociale_et_des_solidarites,L2_ministere_de_la_famille_de_l_action_sociale_et_des_solidarites__autres_administrations,
L4_ministere_de_la_famille_de_l_action_sociale_et_des_solidarites__autres_administrations__item__fonds_national_de_credit_pour_les_femmes,Fonds national de Crédit pour les Femmes,L1_ministere_de_la_famille_de_l_action_sociale_et_des_solidarites,L2_ministere_de_la_famille_de_l_action_sociale_et_des_solidarites__autres_administrations,
L4_ministere_de_la_famille_de_l_action_sociale_et_des_solidarites__autres_administrations__item__fonds_national_de_l_entreprenariat_feminin,Fonds national de l’Entreprenariat féminin,L1_ministere_de_la_famille_de_l_action_sociale_et_des_solidarites,L2_ministere_de_la_famille_de_l_action_sociale_et_des_solidarites__autres_administrations,
L4_ministere_de_la_famille_de_l_action_sociale_et_des_solidarites__autres_administrations__item__observatoire_national_de_la_parite,Observatoire national de la Parité,L1_ministere_de_la_famille_de_l_action_sociale_et_des_solidarites,L2_ministere_de_la_famille_de_l_action_sociale_et_des_solidarites__autres_administrations,
L4_ministere_de_la_famille_de_l_action_sociale_et_des_solidarites__autres_administrations__item__office_national_des_pupilles_de_la_nation,Office national des Pupilles de la Nation,L1_ministere_de_la_famille_de_l_action_sociale_et_des_solidarites,L2_ministere_de_la_famille_de_l_action_sociale_et_des_solidarites__autres_administrations,
L4_ministere_de_la_famille_de_l_action_sociale_et_des_solidarites__cabinet_et_services_rattaches__item__cellule_d_appui_a_la_protection_de_l_enfance,Cellule d'Appui à la Protection de l'Enfance,L1_ministere_de_la_famille_de_l_action_sociale_et_des_solidarites,L2_ministere_de_la_famille_de_l_action_sociale_et_des_solidarites__cabinet_et_services_rattaches,
L4_ministere_de_la_famille_de_l_action_sociale_et_des_solidarites__cabinet_et_services_rattaches__item__cellule_de_la_communication,Cellule de la Communication,L1_ministere_de_la_famille_de_l_action_sociale_et_des_solidarites,L2_ministere_de_la_famille_de_l_action_sociale_et_des_solidarites__cabinet_et_services_rattaches,
