id,name,direction_id/id
sn_srv_ministere_de_l_energie_du_petrole_et_des_mines__item__item__institut_national_du_petrole_et_du_gaz,Institut national du Pétrole et du Gaz,
sn_srv_ministere_de_l_energie_du_petrole_et_des_mines__item__item__service_geologique_national_du_senegal,Service géologique national du Sénégal,
sn_srv_ministere_de_la_culture_de_l_artisanat_et_du_tourisme__item__item__chambres_des_metiers,Chambres des métiers,
sn_srv_ministere_de_la_culture_de_l_artisanat_et_du_tourisme__item__item__fonds_de_developpement_des_cultures_urbaines_et_des_industries_creatives,Fonds de développement des Cultures Urbaines et des Industries créatives,
sn_srv_ministere_de_la_culture_de_l_artisanat_et_du_tourisme__item__item__senegal,Sénégal,
sn_srv_ministere_de_la_culture_de_l_artisanat_et_du_tourisme__autres_administrations_ecole_nationale_de_formation_hoteliere_et_touristique__item__agence_pour_la_promotion_et_le_developpement_de_l_artisanat,Agence pour la Promotion et le Développement de l'Artisanat,
sn_srv_ministere_de_la_culture_de_l_artisanat_et_du_tourisme__autres_administrations_ecole_nationale_de_formation_hoteliere_et_touristique__item__agence_senegalaise_de_promotion_touristique,Agence Sénégalaise de Promotion Touristique,
sn_srv_ministere_de_la_culture_de_l_artisanat_et_du_tourisme__autres_administrations_ecole_nationale_de_formation_hoteliere_et_touristique__item__centre_de_formation_artisanale_de_dakar,Centre de Formation artisanale de Dakar,
sn_srv_ministere_de_la_culture_de_l_artisanat_et_du_tourisme__autres_administrations_ecole_nationale_de_formation_hoteliere_et_touristique__item__centre_de_perfectionnement_agricole_et_artisanal,Centre de Perfectionnement agricole et artisanal,
sn_srv_ministere_de_la_culture_de_l_artisanat_et_du_tourisme__autres_administrations_ecole_nationale_de_formation_hoteliere_et_touristique__item__centre_de_perfectionnement_des_artisans_ruraux,Centre de Perfectionnement des artisans ruraux,
sn_srv_ministere_de_la_culture_de_l_artisanat_et_du_tourisme__autres_administrations_ecole_nationale_de_formation_hoteliere_et_touristique__item__musee_boribana,Musée Boribana,
sn_srv_ministere_de_la_culture_de_l_artisanat_et_du_tourisme__autres_administrations_ecole_nationale_de_formation_hoteliere_et_touristique__item__service_des_spectacles_sons_et_lumieres,Service des Spectacles Sons et Lumières,
sn_srv_ministere_de_la_culture_de_l_artisanat_et_du_tourisme__cabinet_et_services_rattaches__item__bureau_de_la_communication_des_archives_et_de_la_documentation,"Bureau de la Communication, des Archives et de la Documentation",
sn_srv_ministere_de_la_culture_de_l_artisanat_et_du_tourisme__cabinet_et_services_rattaches__item__bureau_de_l_architecture_et_des_monuments_historiques,Bureau de l’Architecture et des monuments historiques,
sn_srv_ministere_de_la_culture_de_l_artisanat_et_du_tourisme__cabinet_et_services_rattaches__item__cellule_des_statistiques_et_donnees,Cellule des statistiques et données,
sn_srv_ministere_de_la_culture_de_l_artisanat_et_du_tourisme__cabinet_et_services_rattaches__item__inspection_interne,Inspection interne,
sn_srv_ministere_de_la_culture_de_l_artisanat_et_du_tourisme__cabinet_et_services_rattaches__item__service_des_relations_publiques_et_de_la_documentation,Service des Relations publiques et de la Documentation,
sn_srv_ministere_de_la_culture_de_l_artisanat_et_du_tourisme__directions__direction_generale_de_la_culture__direction_de_l_artisanat,Direction de l'Artisanat,sn_dir_ministere_de_la_culture_de_l_artisanat_et_du_tourisme__directions__direction_generale_de_la_culture
sn_srv_ministere_de_la_culture_de_l_artisanat_et_du_tourisme__directions__direction_generale_de_la_culture__direction_de_l_encadrement_et_de_la_transformation_des_entreprises_informelles,Direction de l'Encadrement et de la transformation des entreprises informelles,sn_dir_ministere_de_la_culture_de_l_artisanat_et_du_tourisme__directions__direction_generale_de_la_culture
sn_srv_ministere_de_la_culture_de_l_artisanat_et_du_tourisme__directions__direction_generale_de_la_culture__direction_de_la_cinematographie_et_de_l_audiovisuel,Direction de la Cinématographie et de l’Audiovisuel,sn_dir_ministere_de_la_culture_de_l_artisanat_et_du_tourisme__directions__direction_generale_de_la_culture
sn_srv_ministere_de_la_culture_de_l_artisanat_et_du_tourisme__directions__direction_generale_de_la_culture__direction_de_la_promotion_touristique,Direction de la Promotion touristique,sn_dir_ministere_de_la_culture_de_l_artisanat_et_du_tourisme__directions__direction_generale_de_la_culture
sn_srv_ministere_de_la_culture_de_l_artisanat_et_du_tourisme__directions__direction_generale_de_la_culture__direction_de_la_reglementation_touristique,Direction de la Réglementation touristique,sn_dir_ministere_de_la_culture_de_l_artisanat_et_du_tourisme__directions__direction_generale_de_la_culture
sn_srv_ministere_de_la_culture_de_l_artisanat_et_du_tourisme__directions__direction_generale_de_la_culture__direction_de_l_administration_generale_et_de_l_equipement,Direction de l’Administration générale et de l’Equipement,sn_dir_ministere_de_la_culture_de_l_artisanat_et_du_tourisme__directions__direction_generale_de_la_culture
sn_srv_ministere_de_la_culture_de_l_artisanat_et_du_tourisme__directions__direction_generale_de_la_culture__direction_des_arts,Direction des Arts,sn_dir_ministere_de_la_culture_de_l_artisanat_et_du_tourisme__directions__direction_generale_de_la_culture
sn_srv_ministere_de_la_culture_de_l_artisanat_et_du_tourisme__directions__direction_generale_de_la_culture__direction_des_statistiques_et_de_la_productivite_du_capital_humain,Direction des Statistiques et de la productivité du Capital humain,sn_dir_ministere_de_la_culture_de_l_artisanat_et_du_tourisme__directions__direction_generale_de_la_culture
sn_srv_ministere_de_la_culture_de_l_artisanat_et_du_tourisme__directions__direction_generale_de_la_culture__direction_du_livre_et_de_la_promotion_de_la_lecture,Direction du Livre et de la Promotion de la Lecture,sn_dir_ministere_de_la_culture_de_l_artisanat_et_du_tourisme__directions__direction_generale_de_la_culture
sn_srv_ministere_de_la_culture_de_l_artisanat_et_du_tourisme__directions__direction_generale_de_la_culture__direction_du_patrimoine_culturel,Direction du Patrimoine culturel,sn_dir_ministere_de_la_culture_de_l_artisanat_et_du_tourisme__directions__direction_generale_de_la_culture
sn_srv_ministere_de_la_culture_de_l_artisanat_et_du_tourisme__secretariat_general_et_services_rattaches__item__bureau_des_archives_et_de_la_documentation,Bureau des archives et de la Documentation,
sn_srv_ministere_de_la_culture_de_l_artisanat_et_du_tourisme__secretariat_general_et_services_rattaches__item__bureau_du_courrier_commun,Bureau du Courrier commun,
sn_srv_ministere_de_la_culture_de_l_artisanat_et_du_tourisme__secretariat_general_et_services_rattaches__item__cellule_de_passation_des_marches_publics,Cellule de passation des Marchés publics,
sn_srv_ministere_de_la_culture_de_l_artisanat_et_du_tourisme__secretariat_general_et_services_rattaches__item__cellule_des_affaires_juridiques,Cellule des Affaires juridiques,
sn_srv_ministere_de_la_culture_de_l_artisanat_et_du_tourisme__secretariat_general_et_services_rattaches__item__cellule_des_etudes_de_la_planification_et_du_suivi_evaluation,"Cellule des études, de la planification et du suivi-évaluation",
sn_srv_ministere_de_la_culture_de_l_artisanat_et_du_tourisme__secretariat_general_et_services_rattaches__item__cellule_du_genre_et_de_l_equite,Cellule du Genre et de l'Equité,
sn_srv_ministere_de_la_culture_de_l_artisanat_et_du_tourisme__secretariat_general_et_services_rattaches__item__cellule_l_informatique,Cellule l'Informatique,
sn_srv_ministere_de_la_jeunesse_et_des_sports__item__item__office_de_gestion_des_infrastructures_sportives,Office de Gestion des Infrastructures sportives,
sn_srv_ministere_des_finances_et_du_budget__item__item__agence_pour_la_securite_de_la_navigation_aerienne_en_afrique_et_a_madagascar,Agence pour la Sécurité de la Navigation aérienne en Afrique et à Madagascar,
sn_srv_ministere_des_finances_et_du_budget__item__item__air_senegal_s_a,Air Sénégal S.A,
sn_srv_ministere_des_finances_et_du_budget__item__item__fonds_de_garantie_automobile,Fonds de Garantie automobile,
sn_srv_ministere_des_finances_et_du_budget__item__item__loterie_nationale_du_senegal,Loterie nationale du Sénégal,
sn_srv_ministere_des_finances_et_du_budget__item__item__societe_anonyme_aeroport_international_blaise_diagne,Société Anonyme Aéroport International Blaise Diagne,
sn_srv_ministere_des_infrastructures__item__item__fonds_d_entretien_routier_autonome,Fonds d’Entretien Routier Autonome,
sn_srv_ministere_de_l_energie_du_petrole_et_des_mines__item__item__societe_des_mines_du_senegal_somisen_sa,Société des Mines du Sénégal (SOMISEN SA),
sn_srv_ministere_de_l_energie_du_petrole_et_des_mines__autres_administrations__item__agence_nationale_pour_les_energies_renouvelables,Agence nationale pour les Energies renouvelables,
sn_srv_ministere_de_l_energie_du_petrole_et_des_mines__autres_administrations__item__agence_pour_l_economie_et_la_maitrise_de_l_energie,Agence pour l’Economie et la Maitrise de l’Energie,
sn_srv_ministere_de_l_energie_du_petrole_et_des_mines__autres_administrations__item__agence_senegalaise_de_l_electrification_rurale,Agence sénégalaise de l’Electrification rurale,
sn_srv_ministere_de_l_energie_du_petrole_et_des_mines__autres_administrations__item__fonds_de_developpement_geologique_et_minier,Fonds de Développement géologique et minier,
sn_srv_ministere_de_l_energie_du_petrole_et_des_mines__cabinet_et_services_rattaches__item__cellule_de_communication_et_des_relations_publiques,Cellule de Communication et des Relations publiques,
sn_srv_ministere_de_l_energie_du_petrole_et_des_mines__cabinet_et_services_rattaches__item__cellule_des_statistiques_et_donnees,Cellule des statistiques et données,
sn_srv_ministere_de_l_energie_du_petrole_et_des_mines__cabinet_et_services_rattaches__item__inspection_interne,Inspection interne,
sn_srv_ministere_de_l_energie_du_petrole_et_des_mines__cabinet_et_services_rattaches__secretariat_technique_du_comite_national_de_suivi_du_contenu_local__du_gaz_ges_petrogaz,du Gaz (GES-PETROGAZ),sn_dir_ministere_de_l_energie_du_petrole_et_des_mines__cabinet_et_services_rattaches__secretariat_technique_du_comite_national_de_suivi_du_contenu_local
sn_srv_ministere_de_l_energie_du_petrole_et_des_mines__cabinet_et_services_rattaches__secretariat_technique_du_comite_national_de_suivi_du_contenu_local__unite_d_execution_et_de_gestion_du_comite_d_orientation_strategique_du_petrole_et,Unité d’Exécution et de Gestion du Comité d’Orientation stratégique du Pétrole et,sn_dir_ministere_de_l_energie_du_petrole_et_des_mines__cabinet_et_services_rattaches__secretariat_technique_du_comite_national_de_suivi_du_contenu_local
sn_srv_ministere_de_l_energie_du_petrole_et_des_mines__directions__direction_generale_de_l_energie__direction_de_l_electricite,Direction de l'Electricité,sn_dir_ministere_de_l_energie_du_petrole_et_des_mines__directions__direction_generale_de_l_energie
sn_srv_ministere_de_l_energie_du_petrole_et_des_mines__directions__direction_generale_de_l_energie__direction_de_la_transition_energetique,Direction de la Transition énergétique,sn_dir_ministere_de_l_energie_du_petrole_et_des_mines__directions__direction_generale_de_l_energie
sn_srv_ministere_de_l_energie_du_petrole_et_des_mines__directions__direction_generale_de_l_energie__direction_du_developpement_des_energies_renouvelables,Direction du Développement des Energies renouvelables,sn_dir_ministere_de_l_energie_du_petrole_et_des_mines__directions__direction_generale_de_l_energie
sn_srv_ministere_de_l_energie_du_petrole_et_des_mines__directions__direction_generale_des_hydrocarbures__direction_approvisionnement_transformation_et_distribution,"Direction Approvisionnement, Transformation et Distribution",sn_dir_ministere_de_l_energie_du_petrole_et_des_mines__directions__direction_generale_des_hydrocarbures
sn_srv_ministere_de_l_energie_du_petrole_et_des_mines__directions__direction_generale_des_hydrocarbures__direction_exploration_et_production,Direction Exploration et Production,sn_dir_ministere_de_l_energie_du_petrole_et_des_mines__directions__direction_generale_des_hydrocarbures
sn_srv_ministere_de_l_energie_du_petrole_et_des_mines__directions__direction_generale_des_mines_et_de_la_geologie__direction_de_la_geologie,Direction de la Géologie,sn_dir_ministere_de_l_energie_du_petrole_et_des_mines__directions__direction_generale_des_mines_et_de_la_geologie
sn_srv_ministere_de_l_energie_du_petrole_et_des_mines__directions__direction_generale_des_mines_et_de_la_geologie__direction_des_mines_et_carrieres,Direction des Mines et Carrières,sn_dir_ministere_de_l_energie_du_petrole_et_des_mines__directions__direction_generale_des_mines_et_de_la_geologie
sn_srv_ministere_de_l_energie_du_petrole_et_des_mines__directions__direction_generale_des_mines_et_de_la_geologie__direction_du_cadastre_minier,Direction du Cadastre minier,sn_dir_ministere_de_l_energie_du_petrole_et_des_mines__directions__direction_generale_des_mines_et_de_la_geologie
sn_srv_ministere_de_l_energie_du_petrole_et_des_mines__directions__direction_generale_du_controle_et_de_la_surveillance_des_operations__direction_de_la_planification_des_etudes_et_du_suivi_evaluation,"Direction de la Planification, des Etudes et du Suivi-Evaluation",sn_dir_ministere_de_l_energie_du_petrole_et_des_mines__directions__direction_generale_du_controle_et_de_la_surveillance_des_operations
sn_srv_ministere_de_l_energie_du_petrole_et_des_mines__directions__direction_generale_du_controle_et_de_la_surveillance_des_operations__direction_de_la_strategie_et_de_la_reglementation,Direction de la Stratégie et de la Réglementation,sn_dir_ministere_de_l_energie_du_petrole_et_des_mines__directions__direction_generale_du_controle_et_de_la_surveillance_des_operations
sn_srv_ministere_de_l_energie_du_petrole_et_des_mines__directions__direction_generale_du_controle_et_de_la_surveillance_des_operations__direction_de_l_administration_generale_et_de_l_equipement,Direction de l’Administration générale et de l’Equipement,sn_dir_ministere_de_l_energie_du_petrole_et_des_mines__directions__direction_generale_du_controle_et_de_la_surveillance_des_operations
sn_srv_ministere_de_l_energie_du_petrole_et_des_mines__directions__direction_generale_du_controle_et_de_la_surveillance_des_operations__direction_du_controle_et_de_la_surveillance_des_operations_minieres,Direction du Contrôle et de la Surveillance des Opérations minières,sn_dir_ministere_de_l_energie_du_petrole_et_des_mines__directions__direction_generale_du_controle_et_de_la_surveillance_des_operations
sn_srv_ministere_de_l_energie_du_petrole_et_des_mines__directions__direction_generale_du_controle_et_de_la_surveillance_des_operations__direction_du_controle_et_de_la_surveillance_des_operations_petrolieres_et_gazieres,Direction du Contrôle et de la Surveillance des Opérations pétrolières et gazières,sn_dir_ministere_de_l_energie_du_petrole_et_des_mines__directions__direction_generale_du_controle_et_de_la_surveillance_des_operations
sn_srv_ministere_de_l_energie_du_petrole_et_des_mines__secretariat_general_et_services_rattaches__item__bureau_de_suivi,Bureau de suivi,
sn_srv_ministere_de_l_energie_du_petrole_et_des_mines__secretariat_general_et_services_rattaches__item__bureau_des_archives_et_de_la_documentation,Bureau des Archives et de la Documentation,
sn_srv_ministere_de_l_energie_du_petrole_et_des_mines__secretariat_general_et_services_rattaches__item__bureau_du_courrier_commun,Bureau du Courrier commun,
sn_srv_ministere_de_l_energie_du_petrole_et_des_mines__secretariat_general_et_services_rattaches__item__cellule_de_coordination_du_controle_de_gestion,Cellule de Coordination du Contrôle de Gestion,
sn_srv_ministere_de_l_energie_du_petrole_et_des_mines__secretariat_general_et_services_rattaches__item__cellule_de_l_informatique,Cellule de l’informatique,
sn_srv_ministere_de_l_energie_du_petrole_et_des_mines__secretariat_general_et_services_rattaches__item__cellule_de_passation_des_marches_publics,Cellule de Passation des Marchés publics,
sn_srv_ministere_de_l_energie_du_petrole_et_des_mines__secretariat_general_et_services_rattaches__item__cellule_des_affaires_juridiques,Cellule des Affaires juridiques,
sn_srv_ministere_de_l_energie_du_petrole_et_des_mines__secretariat_general_et_services_rattaches__item__cellule_du_genre_et_de_l_equite,Cellule du Genre et de l’Equité,
sn_srv_ministere_de_la_famille_de_l_action_sociale_et_des_solidarites__item__item__commissariat_a_la_securite_alimentaire_et_a_la_resilience,Commissariat à la Sécurité alimentaire et à la Résilience,
sn_srv_ministere_de_la_famille_de_l_action_sociale_et_des_solidarites__autres_administrations__item__agence_senegalaise_de_la_couverture_sanitaire_universelle,Agence sénégalaise de la Couverture sanitaire universelle,
sn_srv_ministere_de_la_famille_de_l_action_sociale_et_des_solidarites__autres_administrations__item__cellule_d_appui_a_la_protection_de_l_enfance,Cellule d’appui à la Protection de l’Enfance,
sn_srv_ministere_de_la_famille_de_l_action_sociale_et_des_solidarites__autres_administrations__item__centre_d_accueil_d_information_et_d_orientation_pour_les_enfants_en_situation,"Centre d’Accueil, d’Information et d’Orientation pour les Enfants en situation",
sn_srv_ministere_de_la_famille_de_l_action_sociale_et_des_solidarites__autres_administrations__item__centre_national_d_assistance_et_de_formation_pour_les_femmes,Centre national d’Assistance et de Formation pour les Femmes,
sn_srv_ministere_de_la_famille_de_l_action_sociale_et_des_solidarites__autres_administrations__item__delegation_generale_a_la_protection_sociale_et_a_la_solidarite_nationale,Délégation générale à la Protection sociale et à la Solidarité nationale,
sn_srv_ministere_de_la_famille_de_l_action_sociale_et_des_solidarites__autres_administrations__item__fonds_de_solidarite_nationale,Fonds de Solidarité nationale,
sn_srv_ministere_de_la_famille_de_l_action_sociale_et_des_solidarites__autres_administrations__item__fonds_d_action_sociale,Fonds d’Action sociale,
sn_srv_ministere_de_la_famille_de_l_action_sociale_et_des_solidarites__autres_administrations__item__fonds_national_de_credit_pour_les_femmes,Fonds national de Crédit pour les Femmes,
sn_srv_ministere_de_la_famille_de_l_action_sociale_et_des_solidarites__autres_administrations__item__fonds_national_de_l_entreprenariat_feminin,Fonds national de l’Entreprenariat féminin,
sn_srv_ministere_de_la_famille_de_l_action_sociale_et_des_solidarites__autres_administrations__item__observatoire_national_de_la_parite,Observatoire national de la Parité,
sn_srv_ministere_de_la_famille_de_l_action_sociale_et_des_solidarites__autres_administrations__item__office_national_des_pupilles_de_la_nation,Office national des Pupilles de la Nation,
sn_srv_ministere_de_la_famille_de_l_action_sociale_et_des_solidarites__cabinet_et_services_rattaches__item__cellule_d_appui_a_la_protection_de_l_enfance,Cellule d'Appui à la Protection de l'Enfance,
sn_srv_ministere_de_la_famille_de_l_action_sociale_et_des_solidarites__cabinet_et_services_rattaches__item__cellule_de_la_communication,Cellule de la Communication,
sn_srv_ministere_de_la_famille_de_l_action_sociale_et_des_solidarites__cabinet_et_services_rattaches__item__cellule_de_suivi_operationnel_des_projets_et_programmes,Cellule de suivi opérationnel des projets et programmes,
sn_srv_ministere_de_la_famille_de_l_action_sociale_et_des_solidarites__cabinet_et_services_rattaches__item__cellule_des_statistiques_et_donnees,Cellule des statistiques et données,
sn_srv_ministere_de_la_famille_de_l_action_sociale_et_des_solidarites__cabinet_et_services_rattaches__item__centre_national_d_assistance_et_de_formation_pour_la_femme,Centre national d'Assistance et de formation pour la Femme,
sn_srv_ministere_de_la_famille_de_l_action_sociale_et_des_solidarites__cabinet_et_services_rattaches__item__inspection_interne,Inspection interne,
sn_srv_ministere_de_la_famille_de_l_action_sociale_et_des_solidarites__cabinet_et_services_rattaches__item__service_des_actions_sociales,Service des Actions sociales,
sn_srv_ministere_de_la_famille_de_l_action_sociale_et_des_solidarites__directions__direction_generale_du_developpement_communautaire_et_de_la_promotion_de__direction_de_l_equite_sociale,Direction de l’Equité sociale,sn_dir_ministere_de_la_famille_de_l_action_sociale_et_des_solidarites__directions__direction_generale_du_developpement_communautaire_et_de_la_promotion_de
sn_srv_ministere_de_la_famille_de_l_action_sociale_et_des_solidarites__directions__direction_generale_du_developpement_communautaire_et_de_la_promotion_de__direction_de_l_equite_territoriale,Direction de l’Equité territoriale,sn_dir_ministere_de_la_famille_de_l_action_sociale_et_des_solidarites__directions__direction_generale_du_developpement_communautaire_et_de_la_promotion_de
sn_srv_ministere_de_la_famille_de_l_action_sociale_et_des_solidarites__directions__direction_generale_du_developpement_communautaire_et_de_la_promotion_de__direction_du_developpement_communautaire,Direction du Développement communautaire,sn_dir_ministere_de_la_famille_de_l_action_sociale_et_des_solidarites__directions__direction_generale_du_developpement_communautaire_et_de_la_promotion_de
sn_srv_ministere_de_la_famille_de_l_action_sociale_et_des_solidarites__directions_regionales__direction_generale_de_l_action_sociale__direction_de_la_famille,Direction de la Famille,sn_dir_ministere_de_la_famille_de_l_action_sociale_et_des_solidarites__directions_regionales__direction_generale_de_l_action_sociale
sn_srv_ministere_de_la_famille_de_l_action_sociale_et_des_solidarites__directions_regionales__direction_generale_de_l_action_sociale__direction_de_la_promotion_des_droits_et_de_la_protection_des_enfants,Direction de la Promotion des Droits et de la Protection des Enfants,sn_dir_ministere_de_la_famille_de_l_action_sociale_et_des_solidarites__directions_regionales__direction_generale_de_l_action_sociale
sn_srv_ministere_de_la_famille_de_l_action_sociale_et_des_solidarites__directions_regionales__direction_generale_de_l_action_sociale__direction_de_la_promotion_et_de_la_protection_des_groupes_vulnerables,Direction de la Promotion et de la Protection des groupes vulnérables,sn_dir_ministere_de_la_famille_de_l_action_sociale_et_des_solidarites__directions_regionales__direction_generale_de_l_action_sociale
sn_srv_ministere_de_la_famille_de_l_action_sociale_et_des_solidarites__directions_regionales__direction_generale_de_l_action_sociale__direction_de_la_promotion_et_de_la_protection_des_personnes_handicapees,Direction de la Promotion et de la Protection des Personnes handicapées,sn_dir_ministere_de_la_famille_de_l_action_sociale_et_des_solidarites__directions_regionales__direction_generale_de_l_action_sociale
sn_srv_ministere_de_la_famille_de_l_action_sociale_et_des_solidarites__directions_regionales__direction_generale_de_l_action_sociale__direction_de_l_administration_generale_et_de_l_equipement,Direction de l’Administration générale et de l’Equipement,sn_dir_ministere_de_la_famille_de_l_action_sociale_et_des_solidarites__directions_regionales__direction_generale_de_l_action_sociale
sn_srv_ministere_de_la_famille_de_l_action_sociale_et_des_solidarites__directions_regionales__direction_generale_de_l_action_sociale__direction_de_l_equite_et_de_l_egalite_du_genre,Direction de l’Equité et de l’Egalité du Genre,sn_dir_ministere_de_la_famille_de_l_action_sociale_et_des_solidarites__directions_regionales__direction_generale_de_l_action_sociale
sn_srv_ministere_de_la_famille_de_l_action_sociale_et_des_solidarites__directions_regionales__direction_generale_de_l_action_sociale__direction_de_l_evaluation_des_programmes_et_projets,Direction de l’Evaluation des Programmes et projets,sn_dir_ministere_de_la_famille_de_l_action_sociale_et_des_solidarites__directions_regionales__direction_generale_de_l_action_sociale
sn_srv_ministere_de_la_famille_de_l_action_sociale_et_des_solidarites__secretariat_general_et_services_rattaches__item__bureau_des_archives_et_de_la_documentation,Bureau des Archives et de la Documentation,
sn_srv_ministere_de_la_famille_de_l_action_sociale_et_des_solidarites__secretariat_general_et_services_rattaches__item__bureau_du_courrier_commun,Bureau du Courrier commun,
sn_srv_ministere_de_la_famille_de_l_action_sociale_et_des_solidarites__secretariat_general_et_services_rattaches__item__cellule_de_coordination_du_controle_de_gestion,Cellule de Coordination du contrôle de gestion,
sn_srv_ministere_de_la_famille_de_l_action_sociale_et_des_solidarites__secretariat_general_et_services_rattaches__item__cellule_de_l_informatique,Cellule de l’Informatique,
sn_srv_ministere_de_la_famille_de_l_action_sociale_et_des_solidarites__secretariat_general_et_services_rattaches__item__cellule_de_passation_des_marches_publics,Cellule de Passation des Marchés publics,
sn_srv_ministere_de_la_famille_de_l_action_sociale_et_des_solidarites__secretariat_general_et_services_rattaches__item__cellule_des_affaires_juridiques,Cellule des Affaires juridiques,
sn_srv_ministere_de_la_famille_de_l_action_sociale_et_des_solidarites__secretariat_general_et_services_rattaches__item__cellule_des_etudes_de_la_planification_et_suivi_evaluation,"Cellule des Etudes, de la Planification et suivi évaluation",
sn_srv_ministere_de_la_jeunesse_et_des_sports__autres_administrations__item__centre_national_d_education_populaire_et_sportive,Centre national d’Education populaire et sportive,
sn_srv_ministere_de_la_jeunesse_et_des_sports__cabinet_et_services_rattaches__item__cellule_de_communication_et_des_relations_publiques,Cellule de Communication et des relations publiques,
sn_srv_ministere_de_la_jeunesse_et_des_sports__cabinet_et_services_rattaches__item__cellule_des_statistiques_et_donnees,Cellule des statistiques et données,
sn_srv_ministere_de_la_jeunesse_et_des_sports__cabinet_et_services_rattaches__item__inspection_interne,Inspection interne,
sn_srv_ministere_de_la_jeunesse_et_des_sports__directions__30direction_generale_des_sports__direction_de_la_promotion_de_l_entrepreneuriat_et_des_partenariats,Direction de la Promotion de l’Entrepreneuriat et des Partenariats,sn_dir_ministere_de_la_jeunesse_et_des_sports__directions__30direction_generale_des_sports
sn_srv_ministere_de_la_jeunesse_et_des_sports__directions__30direction_generale_des_sports__direction_de_l_administration_generale_et_de_l_equipement,Direction de l’Administration générale et de l’Equipement,sn_dir_ministere_de_la_jeunesse_et_des_sports__directions__30direction_generale_des_sports
sn_srv_ministere_de_la_jeunesse_et_des_sports__directions__30direction_generale_des_sports__direction_des_activites_physiques_et_sportives,Direction des Activités physiques et sportives,sn_dir_ministere_de_la_jeunesse_et_des_sports__directions__30direction_generale_des_sports
sn_srv_ministere_de_la_jeunesse_et_des_sports__directions__30direction_generale_des_sports__direction_des_ressources_humaines_et_de_la_formation,Direction des Ressources humaines et de la Formation,sn_dir_ministere_de_la_jeunesse_et_des_sports__directions__30direction_generale_des_sports
sn_srv_ministere_de_la_jeunesse_et_des_sports__directions__30direction_generale_des_sports__direction_du_sport_de_haut_niveau,Direction du Sport de haut Niveau,sn_dir_ministere_de_la_jeunesse_et_des_sports__directions__30direction_generale_des_sports
sn_srv_ministere_de_la_jeunesse_et_des_sports__directions__direction_generale_de_la_jeunesse__direction_de_la_protection_sociale_des_jeunes,Direction de la Protection sociale des Jeunes,sn_dir_ministere_de_la_jeunesse_et_des_sports__directions__direction_generale_de_la_jeunesse
sn_srv_ministere_de_la_jeunesse_et_des_sports__directions__direction_generale_de_la_jeunesse__direction_de_l_education_populaire,Direction de l’Education populaire,sn_dir_ministere_de_la_jeunesse_et_des_sports__directions__direction_generale_de_la_jeunesse
sn_srv_ministere_de_la_jeunesse_et_des_sports__directions__direction_generale_de_la_jeunesse__direction_des_activites_socio_educatives_et_de_la_vie_associative,Direction des Activités socio-éducatives et de la Vie associative,sn_dir_ministere_de_la_jeunesse_et_des_sports__directions__direction_generale_de_la_jeunesse
sn_srv_ministere_de_la_jeunesse_et_des_sports__secretariat_general_et_services_rattaches__item__bureau_de_suivi,Bureau de suivi,
sn_srv_ministere_de_la_jeunesse_et_des_sports__secretariat_general_et_services_rattaches__item__bureau_des_archives_et_de_la_documentation,Bureau des archives et de la Documentation,
sn_srv_ministere_de_la_jeunesse_et_des_sports__secretariat_general_et_services_rattaches__item__bureau_du_courrier_commun,Bureau du Courrier commun,
sn_srv_ministere_de_la_jeunesse_et_des_sports__secretariat_general_et_services_rattaches__item__cellule_de_coordination_du_controle_de_gestion,Cellule de Coordination du Contrôle de Gestion,
sn_srv_ministere_de_la_jeunesse_et_des_sports__secretariat_general_et_services_rattaches__item__cellule_de_l_informatique,Cellule de l’Informatique,
sn_srv_ministere_de_la_jeunesse_et_des_sports__secretariat_general_et_services_rattaches__item__cellule_de_passation_des_marches_publics,Cellule de Passation des marchés publics,
sn_srv_ministere_de_la_jeunesse_et_des_sports__secretariat_general_et_services_rattaches__item__cellule_des_affaires_juridiques,Cellule des Affaires juridiques,
sn_srv_ministere_de_la_jeunesse_et_des_sports__secretariat_general_et_services_rattaches__item__cellule_des_etudes_et_de_la_planification,Cellule des Etudes et de la Planification,
sn_srv_ministere_de_la_jeunesse_et_des_sports__secretariat_general_et_services_rattaches__item__cellule_d_appui_et_de_suivi_des_maisons_de_la_jeunesse_et_de_la_citoyennete,Cellule d’Appui et de Suivi des maisons de la jeunesse et de la citoyenneté,
sn_srv_ministere_de_la_jeunesse_et_des_sports__secretariat_general_et_services_rattaches__item__cellule_genre_et_de_l_equite,Cellule Genre et de l’Equité,
sn_srv_ministere_de_la_justice__autres_administrations__item__observatoire_national_des_lieux_de_privation_de_liberte,Observatoire national des Lieux de Privation de Liberté,
sn_srv_ministere_de_la_justice__cabinet_et_services_rattaches__item__cellule_des_statistiques_et_donnees,Cellule des statistiques et données,
sn_srv_ministere_de_la_justice__cabinet_et_services_rattaches__item__cellule_nationale_de_lutte_contre_la_traite_des_personnes,Cellule nationale de lutte contre la traite des personnes,
sn_srv_ministere_de_la_justice__cabinet_et_services_rattaches__item__commission_nationale_pour_l_harmonisation_en_afrique_du_droit_des_affaires,Commission nationale pour l’Harmonisation en Afrique du Droit des Affaires,
sn_srv_ministere_de_la_justice__cabinet_et_services_rattaches__item__conseil_consultatif_national_des_droits_de_l_homme_et_du_droit_international,Conseil consultatif national des Droits de l’Homme et du Droit international,
